antecedents,consequents,support,confidence,lift
"frozenset({'Oil', 'Sugar', 'Biscuits'})","frozenset({'Rice', 'Coffee'})",0.212,0.7969924812030075,2.0331440847015494
"frozenset({'Tea', 'Sugar', 'Bread'})","frozenset({'Oil', 'Biscuits', 'Coffee'})",0.156,0.52,2.03125
"frozenset({'Oil', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Bread'})",0.156,0.609375,2.03125
"frozenset({'Oil', 'Tea', 'Sugar', 'Bread'})","frozenset({'Rice', 'Coffee'})",0.156,0.7959183673469388,2.030403998334027
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar', 'Bread'})",0.156,0.3979591836734694,2.030403998334027
"frozenset({'Rice', 'Bread', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})",0.14,0.48275862068965525,2.0283975659229214
"frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})","frozenset({'Rice', 'Bread', 'Coffee'})",0.14,0.5882352941176472,2.0283975659229214
"frozenset({'Butter', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Coffee'})",0.146,0.8111111111111111,2.0277777777777777
"frozenset({'Oil', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Rice', 'Biscuits'})",0.146,0.36499999999999994,2.0277777777777777
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Bread', 'Biscuits', 'Coffee'})",0.148,0.592,2.0273972602739727
"frozenset({'Bread', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.148,0.5068493150684932,2.0273972602739727
"frozenset({'Sugar', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Rice', 'Coffee'})",0.142,0.3567839195979899,2.0271813613522154
"frozenset({'Tea', 'Butter', 'Rice', 'Coffee'})","frozenset({'Sugar', 'Biscuits'})",0.142,0.8068181818181818,2.0271813613522154
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Butter', 'Biscuits', 'Coffee'})",0.146,0.3686868686868687,2.0257520257520256
"frozenset({'Oil', 'Butter', 'Biscuits', 'Coffee'})","frozenset({'Sugar', 'Rice'})",0.146,0.8021978021978021,2.0257520257520256
"frozenset({'Oil', 'Tea', 'Butter', 'Coffee'})","frozenset({'Sugar', 'Rice'})",0.146,0.8021978021978021,2.0257520257520256
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Tea', 'Butter', 'Coffee'})",0.146,0.3686868686868687,2.0257520257520256
"frozenset({'Tea', 'Bread', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})",0.14,0.4861111111111112,2.0254629629629637
"frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Bread', 'Coffee'})",0.14,0.5833333333333334,2.0254629629629632
"frozenset({'Tea', 'Coffee', 'Butter', 'Oil', 'Rice'})","frozenset({'Sugar', 'Biscuits'})",0.132,0.8048780487804879,2.0223066552273563
"frozenset({'Sugar', 'Biscuits'})","frozenset({'Tea', 'Coffee', 'Butter', 'Oil', 'Rice'})",0.132,0.3316582914572864,2.0223066552273563
"frozenset({'Oil', 'Sugar', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Bread', 'Coffee'})",0.142,0.5338345864661653,2.022100706311232
"frozenset({'Tea', 'Butter', 'Bread', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Biscuits'})",0.142,0.5378787878787878,2.022100706311232
"frozenset({'Oil', 'Sugar'})","frozenset({'Butter', 'Rice', 'Biscuits', 'Coffee'})",0.146,0.3596059113300492,2.0202579288205014
"frozenset({'Butter', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Sugar'})",0.146,0.8202247191011236,2.0202579288205014
"frozenset({'Sugar', 'Rice'})","frozenset({'Oil', 'Butter', 'Coffee'})",0.232,0.5858585858585859,2.0202020202020203
"frozenset({'Oil', 'Butter', 'Coffee'})","frozenset({'Sugar', 'Rice'})",0.232,0.8,2.0202020202020203
"frozenset({'Tea', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Bread', 'Coffee'})",0.14,0.6140350877192983,2.019852262234534
"frozenset({'Oil', 'Bread', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice', 'Biscuits'})",0.14,0.46052631578947373,2.019852262234534
"frozenset({'Tea', 'Oil', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Bread', 'Biscuits'})",0.142,0.5725806451612903,2.0161290322580645
"frozenset({'Butter', 'Sugar', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Oil', 'Coffee'})",0.142,0.5,2.0161290322580645
"frozenset({'Butter', 'Sugar', 'Biscuits'})","frozenset({'Tea', 'Oil', 'Coffee'})",0.148,0.5,2.0161290322580645
"frozenset({'Tea', 'Oil', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Biscuits'})",0.148,0.5967741935483871,2.0161290322580645
"frozenset({'Rice', 'Milk', 'Coffee'})","frozenset({'Oil', 'Sugar'})",0.072,0.8181818181818181,2.0152261531571876
"frozenset({'Tea', 'Biscuits', 'Coffee', 'Butter', 'Bread', 'Oil'})","frozenset({'Sugar', 'Rice'})",0.126,0.7974683544303798,2.013808975834292
"frozenset({'Sugar', 'Rice'})","frozenset({'Tea', 'Biscuits', 'Coffee', 'Butter', 'Bread', 'Oil'})",0.126,0.3181818181818182,2.013808975834292
"frozenset({'Oil', 'Butter', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.146,0.503448275862069,2.013793103448276
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Oil', 'Butter', 'Coffee'})",0.146,0.584,2.013793103448276
"frozenset({'Jam', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar'})",0.05,0.78125,2.0135309278350513
"frozenset({'Tea', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Butter', 'Sugar', 'Bread'})",0.126,0.5675675675675675,2.012650948821162
"frozenset({'Oil', 'Butter', 'Sugar', 'Bread'})","frozenset({'Tea', 'Rice', 'Biscuits', 'Coffee'})",0.126,0.4468085106382979,2.012650948821162
"frozenset({'Oil', 'Butter', 'Sugar'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.146,0.5069444444444444,2.01168430335097
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Butter', 'Sugar'})",0.146,0.5793650793650793,2.01168430335097
"frozenset({'Oil', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Bread'})",0.14,0.603448275862069,2.0114942528735633
"frozenset({'Oil', 'Tea', 'Sugar', 'Rice'})","frozenset({'Butter', 'Bread', 'Biscuits', 'Coffee'})",0.126,0.5431034482758621,2.0114942528735633
"frozenset({'Tea', 'Sugar', 'Bread'})","frozenset({'Oil', 'Rice', 'Biscuits', 'Coffee'})",0.14,0.46666666666666673,2.0114942528735633
"frozenset({'Butter', 'Bread', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar', 'Rice'})",0.126,0.4666666666666666,2.011494252873563
"frozenset({'Tea', 'Butter', 'Sugar', 'Bread'})","frozenset({'Oil', 'Biscuits', 'Coffee'})",0.142,0.5144927536231884,2.0097373188405796
"frozenset({'Oil', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Sugar', 'Bread'})",0.142,0.5546874999999999,2.009737318840579
"frozenset({'Butter', 'Rice', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})",0.132,0.47826086956521735,2.009499451954695
"frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})","frozenset({'Butter', 'Rice', 'Coffee'})",0.132,0.5546218487394958,2.009499451954695
"frozenset({'Tea', 'Biscuits', 'Coffee', 'Butter', 'Rice'})","frozenset({'Oil', 'Sugar'})",0.132,0.8148148148148149,2.0069330414158
"frozenset({'Oil', 'Sugar'})","frozenset({'Tea', 'Biscuits', 'Coffee', 'Butter', 'Rice'})",0.132,0.3251231527093596,2.0069330414157998
"frozenset({'Oil', 'Tea', 'Sugar'})","frozenset({'Butter', 'Biscuits', 'Coffee'})",0.148,0.5736434108527131,2.0057461917927033
"frozenset({'Butter', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar'})",0.148,0.5174825174825175,2.0057461917927033
"frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})","frozenset({'Rice', 'Butter', 'Bread', 'Coffee'})",0.126,0.5294117647058824,2.0053475935828877
"frozenset({'Rice', 'Butter', 'Bread', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})",0.126,0.47727272727272724,2.0053475935828877
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Bread', 'Biscuits'})",0.154,0.39285714285714285,2.0043731778425653
"frozenset({'Oil', 'Sugar', 'Bread', 'Biscuits'})","frozenset({'Rice', 'Coffee'})",0.154,0.7857142857142857,2.0043731778425653
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Tea', 'Butter', 'Sugar'})",0.146,0.3724489795918367,2.0024138687733157
"frozenset({'Oil', 'Tea', 'Butter', 'Sugar'})","frozenset({'Rice', 'Coffee'})",0.146,0.7849462365591398,2.0024138687733157
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})",0.14,0.56,2.0
"frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.14,0.5,2.0
"frozenset({'Oil', 'Sugar', 'Bread'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.154,0.5032679738562091,1.9970951343500363
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Bread'})",0.154,0.611111111111111,1.997095134350036
"frozenset({'Oil', 'Butter', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice', 'Biscuits'})",0.132,0.4551724137931035,1.9963702359346644
"frozenset({'Tea', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Butter', 'Coffee'})",0.132,0.5789473684210527,1.9963702359346644
"frozenset({'Rice', 'Bread', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Biscuits'})",0.154,0.5310344827586208,1.9963702359346644
"frozenset({'Oil', 'Sugar', 'Biscuits'})","frozenset({'Rice', 'Bread', 'Coffee'})",0.154,0.5789473684210525,1.996370235934664
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})",0.186,0.4744897959183673,1.9936546046990224
"frozenset({'Oil', 'Tea', 'Sugar', 'Biscuits'})","frozenset({'Rice', 'Coffee'})",0.186,0.7815126050420168,1.9936546046990224
"frozenset({'Oil', 'Sugar', 'Biscuits'})","frozenset({'Rice', 'Butter', 'Bread', 'Coffee'})",0.14,0.5263157894736842,1.993620414673046
"frozenset({'Rice', 'Butter', 'Bread', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Biscuits'})",0.14,0.5303030303030303,1.993620414673046
"frozenset({'Oil', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Sugar'})",0.148,0.578125,1.9935344827586208
"frozenset({'Tea', 'Butter', 'Sugar'})","frozenset({'Oil', 'Biscuits', 'Coffee'})",0.148,0.5103448275862069,1.9935344827586208
"frozenset({'Tea', 'Bread', 'Coffee'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.148,0.513888888888889,1.9918173987941432
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Bread', 'Coffee'})",0.148,0.5736434108527131,1.9918173987941428
"frozenset({'Butter', 'Sugar', 'Eggs'})","frozenset({'Bread', 'Coffee'})",0.054,0.9,1.991150442477876
"frozenset({'Butter', 'Sugar', 'Milk'})","frozenset({'Bread', 'Biscuits', 'Coffee'})",0.05,0.5813953488372093,1.991079961771265
"frozenset({'Butter', 'Sugar', 'Biscuits'})","frozenset({'Tea', 'Oil', 'Rice', 'Coffee'})",0.132,0.445945945945946,1.990830115830116
"frozenset({'Tea', 'Oil', 'Rice', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Biscuits'})",0.132,0.5892857142857143,1.990830115830116
"frozenset({'Sugar', 'Bread', 'Milk'})","frozenset({'Butter', 'Coffee'})",0.076,0.8636363636363636,1.9899455383326352
"frozenset({'Oil', 'Tea', 'Sugar', 'Rice'})","frozenset({'Butter', 'Biscuits', 'Coffee'})",0.132,0.5689655172413793,1.9893899204244034
"frozenset({'Butter', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Tea', 'Sugar', 'Rice'})",0.132,0.4615384615384616,1.9893899204244034
"frozenset({'Butter', 'Rice', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Biscuits'})",0.146,0.5289855072463767,1.9886673204751004
"frozenset({'Oil', 'Sugar', 'Biscuits'})","frozenset({'Butter', 'Rice', 'Coffee'})",0.146,0.5488721804511277,1.9886673204751004
"frozenset({'Tea', 'Butter', 'Bread', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})",0.126,0.47727272727272724,1.9886363636363635
"frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Bread', 'Coffee'})",0.126,0.525,1.9886363636363635
"frozenset({'Oil', 'Sugar', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Coffee'})",0.148,0.556390977443609,1.987110633727175
"frozenset({'Tea', 'Butter', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Biscuits'})",0.148,0.5285714285714285,1.9871106337271747
"frozenset({'Sugar', 'Bread', 'Milk'})","frozenset({'Butter', 'Biscuits', 'Coffee'})",0.05,0.5681818181818182,1.9866497139224415
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Butter', 'Biscuits', 'Coffee'})",0.142,0.568,1.986013986013986
"frozenset({'Butter', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.142,0.4965034965034965,1.986013986013986
"frozenset({'Butter', 'Bread', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice'})",0.134,0.4962962962962963,1.9851851851851852
"frozenset({'Tea', 'Sugar', 'Rice'})","frozenset({'Butter', 'Bread', 'Biscuits', 'Coffee'})",0.134,0.536,1.9851851851851852
"frozenset({'Tea', 'Sugar', 'Biscuits', 'Bread', 'Oil'})","frozenset({'Rice', 'Coffee'})",0.14,0.7777777777777779,1.9841269841269844
"frozenset({'Oil', 'Jam', 'Sugar'})","frozenset({'Rice', 'Coffee'})",0.056,0.7777777777777779,1.9841269841269844
"frozenset({'Tea', 'Sugar', 'Butter', 'Bread', 'Oil'})","frozenset({'Rice', 'Coffee'})",0.14,0.7777777777777779,1.9841269841269844
"frozenset({'Rice', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Biscuits', 'Bread', 'Oil'})",0.14,0.35714285714285715,1.9841269841269842
"frozenset({'Rice', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Butter', 'Bread', 'Oil'})",0.14,0.35714285714285715,1.9841269841269842
"frozenset({'Sugar', 'Rice'})","frozenset({'Tea', 'Biscuits', 'Coffee', 'Butter', 'Oil'})",0.132,0.3333333333333333,1.984126984126984
"frozenset({'Tea', 'Biscuits', 'Coffee', 'Butter', 'Oil'})","frozenset({'Sugar', 'Rice'})",0.132,0.7857142857142857,1.984126984126984
"frozenset({'Butter', 'Eggs', 'Coffee'})","frozenset({'Sugar', 'Bread'})",0.054,0.9,1.9823788546255507
"frozenset({'Tea', 'Rice', 'Coffee'})","frozenset({'Sugar', 'Bread', 'Biscuits'})",0.148,0.6065573770491803,1.9822136504875174
"frozenset({'Sugar', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Rice', 'Coffee'})",0.148,0.48366013071895425,1.9822136504875174
"frozenset({'Tea', 'Oil'})","frozenset({'Rice', 'Sugar', 'Bread', 'Biscuits'})",0.16,0.3686635944700461,1.982062335860463
"frozenset({'Rice', 'Sugar', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Oil'})",0.16,0.8602150537634409,1.9820623358604628
"frozenset({'Rice', 'Coffee'})","frozenset({'Oil', 'Butter', 'Sugar', 'Biscuits'})",0.146,0.3724489795918367,1.9811115935735994
"frozenset({'Oil', 'Butter', 'Sugar', 'Biscuits'})","frozenset({'Rice', 'Coffee'})",0.146,0.776595744680851,1.9811115935735994
"frozenset({'Tea', 'Oil', 'Rice', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Bread', 'Biscuits'})",0.126,0.5625,1.9806338028169015
"frozenset({'Butter', 'Sugar', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Oil', 'Rice', 'Coffee'})",0.126,0.44366197183098594,1.9806338028169015
"frozenset({'Butter', 'Sugar', 'Biscuits', 'Milk'})","frozenset({'Bread', 'Coffee'})",0.05,0.8928571428571429,1.9753476611883691
"frozenset({'Tea', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})",0.126,0.5526315789473684,1.9736842105263155
"frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Rice', 'Biscuits'})",0.126,0.44999999999999996,1.9736842105263155
"frozenset({'Rice', 'Bread', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Oil'})",0.154,0.8555555555555556,1.9713261648745521
"frozenset({'Tea', 'Oil'})","frozenset({'Rice', 'Bread', 'Biscuits', 'Coffee'})",0.154,0.3548387096774194,1.9713261648745521
"frozenset({'Oil', 'Butter', 'Sugar', 'Bread'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.14,0.49645390070921996,1.9700551615445236
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Oil', 'Butter', 'Sugar', 'Bread'})",0.14,0.5555555555555556,1.9700551615445234
"frozenset({'Oil', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Sugar', 'Bread'})",0.126,0.5431034482758621,1.9677661169415293
"frozenset({'Tea', 'Butter', 'Sugar', 'Bread'})","frozenset({'Oil', 'Rice', 'Biscuits', 'Coffee'})",0.126,0.45652173913043476,1.967766116941529
"frozenset({'Tea', 'Butter', 'Bread', 'Coffee'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.134,0.5075757575757576,1.9673478975804557
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Bread', 'Coffee'})",0.134,0.5193798449612403,1.9673478975804557
"frozenset({'Tea', 'Oil'})","frozenset({'Sugar', 'Biscuits', 'Coffee', 'Bread', 'Rice'})",0.14,0.32258064516129037,1.9669551534225023
"frozenset({'Sugar', 'Biscuits', 'Coffee', 'Bread', 'Rice'})","frozenset({'Tea', 'Oil'})",0.14,0.853658536585366,1.9669551534225023
"frozenset({'Milk', 'Butter', 'Biscuits', 'Coffee'})","frozenset({'Sugar', 'Bread'})",0.05,0.8928571428571429,1.9666456891126496
"frozenset({'Tea', 'Rice', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Biscuits'})",0.142,0.5819672131147541,1.9661054497120072
"frozenset({'Butter', 'Sugar', 'Biscuits'})","frozenset({'Tea', 'Rice', 'Coffee'})",0.142,0.4797297297297297,1.9661054497120072
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Coffee'})",0.142,0.5503875968992248,1.9656699889258027
"frozenset({'Tea', 'Butter', 'Coffee'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.142,0.507142857142857,1.9656699889258022
"frozenset({'Rice', 'Biscuits', 'Eggs'})","frozenset({'Tea', 'Oil'})",0.058,0.8529411764705882,1.9653022499322308
"frozenset({'Tea', 'Butter', 'Coffee'})","frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})",0.132,0.4714285714285714,1.9642857142857144
"frozenset({'Oil', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Coffee'})",0.132,0.55,1.9642857142857142
"frozenset({'Jam', 'Oil', 'Coffee'})","frozenset({'Sugar', 'Rice'})",0.056,0.7777777777777779,1.964085297418631
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Bread', 'Coffee'})",0.154,0.5968992248062015,1.9634842921256628
"frozenset({'Oil', 'Bread', 'Coffee'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.154,0.506578947368421,1.9634842921256628
"frozenset({'Oil', 'Biscuits', 'Eggs'})","frozenset({'Tea', 'Rice'})",0.058,0.8285714285714285,1.963439404197698
"frozenset({'Rice', 'Coffee'})","frozenset({'Sugar', 'Biscuits', 'Butter', 'Bread', 'Oil'})",0.14,0.35714285714285715,1.9623233908948197
"frozenset({'Sugar', 'Biscuits', 'Butter', 'Bread', 'Oil'})","frozenset({'Rice', 'Coffee'})",0.14,0.7692307692307693,1.9623233908948194
"frozenset({'Oil', 'Bread', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Rice'})",0.154,0.8279569892473119,1.9619833868419714
"frozenset({'Tea', 'Rice'})","frozenset({'Oil', 'Bread', 'Biscuits', 'Coffee'})",0.154,0.36492890995260663,1.9619833868419712
"frozenset({'Tea', 'Butter', 'Sugar'})","frozenset({'Oil', 'Rice', 'Biscuits', 'Coffee'})",0.132,0.4551724137931035,1.9619500594530324
"frozenset({'Oil', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Sugar'})",0.132,0.5689655172413793,1.9619500594530324
"frozenset({'Tea', 'Sugar', 'Biscuits', 'Butter', 'Oil'})","frozenset({'Rice', 'Coffee'})",0.132,0.7674418604651164,1.957759848125297
"frozenset({'Rice', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Biscuits', 'Butter', 'Oil'})",0.132,0.336734693877551,1.9577598481252967
"frozenset({'Tea', 'Sugar', 'Bread'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.148,0.49333333333333335,1.9576719576719577
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Bread'})",0.148,0.5873015873015872,1.9576719576719575
"frozenset({'Sugar', 'Biscuits', 'Butter', 'Bread', 'Rice'})","frozenset({'Tea', 'Oil'})",0.146,0.8488372093023256,1.955846104383239
"frozenset({'Tea', 'Oil'})","frozenset({'Sugar', 'Biscuits', 'Butter', 'Bread', 'Rice'})",0.146,0.33640552995391704,1.9558461043832387
"frozenset({'Butter', 'Sugar', 'Milk'})","frozenset({'Bread', 'Coffee'})",0.076,0.8837209302325582,1.955134801399465
"frozenset({'Tea', 'Rice'})","frozenset({'Oil', 'Butter', 'Biscuits', 'Coffee'})",0.15,0.35545023696682465,1.953023280037498
"frozenset({'Oil', 'Butter', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Rice'})",0.15,0.8241758241758241,1.953023280037498
"frozenset({'Sugar', 'Biscuits', 'Coffee', 'Bread', 'Oil'})","frozenset({'Tea', 'Rice'})",0.14,0.823529411764706,1.951491497072763
"frozenset({'Tea', 'Rice'})","frozenset({'Sugar', 'Biscuits', 'Coffee', 'Bread', 'Oil'})",0.14,0.3317535545023697,1.9514914970727628
"frozenset({'Pulses', 'Oil', 'Biscuits'})","frozenset({'Tea', 'Rice'})",0.056,0.8235294117647058,1.9514914970727628
"frozenset({'Oil', 'Butter', 'Coffee'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.146,0.503448275862069,1.9513499064421278
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Butter', 'Coffee'})",0.146,0.565891472868217,1.9513499064421276
"frozenset({'Milk', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Sugar'})",0.056,0.7567567567567568,1.9504040122596824
"frozenset({'Rice', 'Tea', 'Sugar', 'Bread'})","frozenset({'Oil', 'Biscuits'})",0.16,0.8695652173913044,1.9496977968414897
"frozenset({'Oil', 'Biscuits'})","frozenset({'Rice', 'Tea', 'Sugar', 'Bread'})",0.16,0.35874439461883406,1.9496977968414895
"frozenset({'Oil', 'Biscuits'})","frozenset({'Tea', 'Sugar', 'Butter', 'Bread', 'Rice'})",0.146,0.3273542600896861,1.9485372624386077
"frozenset({'Tea', 'Sugar', 'Butter', 'Bread', 'Rice'})","frozenset({'Oil', 'Biscuits'})",0.146,0.869047619047619,1.9485372624386075
"frozenset({'Bread', 'Milk', 'Coffee'})","frozenset({'Butter', 'Sugar'})",0.076,0.8444444444444444,1.9457245263696876
"frozenset({'Tea', 'Oil'})","frozenset({'Butter', 'Sugar', 'Rice', 'Biscuits'})",0.152,0.35023041474654376,1.9457245263696876
"frozenset({'Butter', 'Sugar', 'Rice', 'Biscuits'})","frozenset({'Tea', 'Oil'})",0.152,0.8444444444444444,1.9457245263696876
"frozenset({'Biscuits', 'Coffee', 'Butter', 'Bread', 'Rice'})","frozenset({'Tea', 'Oil'})",0.14,0.8433734939759037,1.94325689856199
"frozenset({'Tea', 'Oil'})","frozenset({'Biscuits', 'Coffee', 'Butter', 'Bread', 'Rice'})",0.14,0.32258064516129037,1.94325689856199
"frozenset({'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Butter', 'Sugar'})",0.142,0.5634920634920635,1.9430760810071157
"frozenset({'Tea', 'Butter', 'Sugar'})","frozenset({'Rice', 'Biscuits', 'Coffee'})",0.142,0.4896551724137931,1.9430760810071155
"frozenset({'Butter', 'Rice', 'Biscuits', 'Coffee'})","frozenset({'Tea', 'Oil'})",0.15,0.8426966292134832,1.9416973023352149
"frozenset({'Tea', 'Oil'})","frozenset({'Butter', 'Rice', 'Biscuits', 'Coffee'})",0.15,0.3456221198156682,1.9416973023352146
"frozenset({'Sugar', 'Rice', 'Biscuits'})","frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})",0.14,0.5426356589147288,1.9379844961240311
"frozenset({'Oil', 'Butter', 'Bread', 'Coffee'})","frozenset({'Sugar', 'Rice', 'Biscuits'})",0.14,0.5,1.937984496124031
"frozenset({'Oil', 'Biscuits'})","frozenset({'Tea', 'Butter', 'Sugar', 'Rice'})",0.152,0.34080717488789236,1.936404402772116
"frozenset({'Tea', 'Butter', 'Sugar', 'Rice'})","frozenset({'Oil', 'Biscuits'})",0.152,0.8636363636363636,1.9364044027721157
"frozenset({'Tea', 'Sugar', 'Biscuits', 'Butter', 'Bread', 'Oil'})","frozenset({'Rice', 'Coffee'})",0.126,0.7590361445783133,1.93631669535284
"frozenset({'Rice', 'Coffee'})","frozenset({'Tea', 'Sugar', 'Biscuits', 'Butter', 'Bread', 'Oil'})",0.126,0.3214285714285714,1.9363166953528397
"frozenset({'Sugar', 'Biscuits', 'Coffee', 'Butter', 'Bread', 'Rice'})","frozenset({'Tea', 'Oil'})",0.126,0.8400000000000001,1.9354838709677422
"frozenset({'Tea', 'Rice'})","frozenset({'Oil', 'Sugar', 'Bread', 'Biscuits'})",0.16,0.37914691943127965,1.9344230583228552
"frozenset({'Oil', 'Sugar', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Rice'})",0.16,0.8163265306122449,1.9344230583228552
"frozenset({'Tea', 'Rice', 'Coffee'})","frozenset({'Butter', 'Sugar', 'Bread', 'Biscuits'})",0.134,0.5491803278688525,1.933733548833988
"frozenset({'Butter', 'Sugar', 'Bread', 'Biscuits'})","frozenset({'Tea', 'Rice', 'Coffee'})",0.134,0.47183098591549305,1.933733548833988
"frozenset({'Tea', 'Rice', 'Jam'})","frozenset({'Oil', 'Biscuits'})",0.05,0.8620689655172414,1.932890057213546
