TransactionID,Items
459,"Butter,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
460,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
461,"Butter,Bread,Tea,Oil,Biscuits"
462,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Jam,Biscuits"
463,"Butter,Rice,Jam,Oil"
464,"Butter,Rice,Bread,Sugar,Coffee,Oil"
465,"Butter,Coffee,Bread,Sugar"
466,"Butter,Bread,Pulses,Tea,Sugar,Coffee,Jam,Biscuits"
467,"Butter,Bread,Tea,Sugar,Coffee,Biscuits,Milk"
468,"Butter,Rice,Bread,Eggs,Tea,Oil"
469,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits,Milk"
470,"Butter,Bread,Tea,Sugar,Coffee,Biscuits"
471,"Rice,Eggs,Sugar,Coffee,Oil"
472,"Butter,Rice,Bread,Tea,Oil,Jam,Biscuits"
473,"Butter,Tea,Bread,Biscuits"
474,"Butter,Bread,Pulses,Tea,Sugar,Coffee,Biscuits,Milk"
475,"Rice,Bread,Tea,Oil,Biscuits"
476,"Butter,Rice,Bread,Eggs,Oil"
477,"Butter,Bread,Eggs,Sugar,Coffee"
478,"Rice,Tea,Sugar,Coffee,Oil,Biscuits"
479,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
480,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Jam,Biscuits"
481,"Butter,Rice,Bread,Sugar,Coffee,Oil"
482,"Butter,Tea,Coffee,Sugar"
483,"Butter,Rice,Bread,Pulses,Tea,Eggs,Sugar,Coffee,Oil,Biscuits"
484,"Butter,Rice,Bread,Sugar,Coffee"
485,"Butter,Bread,Tea,Sugar,Coffee,Oil,Biscuits,Milk"
486,"Butter,Rice,Bread,Eggs,Tea"
487,"Butter,Bread,Pulses,Tea,Eggs,Biscuits"
488,"Butter,Rice,Bread,Eggs,Sugar,Coffee,Oil"
489,"Butter,Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
490,"Butter,Bread,Tea,Sugar,Coffee,Biscuits"
491,"Butter,Coffee,Bread,Sugar"
492,Butter
493,"Butter,Bread,Pulses,Tea,Sugar,Coffee,Biscuits"
494,"Butter,Rice,Bread,Pulses,Tea,Sugar,Coffee,Oil,Biscuits"
495,"Rice,Tea,Sugar,Coffee,Oil,Jam,Biscuits,Milk"
496,"Butter,Rice,Bread,Tea,Oil,Biscuits"
497,"Butter,Rice,Bread,Pulses,Tea,Sugar,Coffee,Oil,Biscuits"
498,"Butter,Rice,Bread,Tea,Oil,Biscuits"
499,"Pulses,Tea"
500,"Rice,Bread,Tea,Sugar,Coffee,Oil,Biscuits"
